madeline_wall1: .word 16, 16
.byte 199,199,199,199,199,199,199,199,199,1,0,0,0,0,0,199,
199,199,199,199,199,199,199,199,1,0,85,85,85,85,84,0,
199,199,199,199,199,199,199,0,0,85,85,85,85,85,84,84,
199,199,199,199,199,199,199,0,1,84,84,0,0,0,0,0,
199,199,199,199,199,199,199,0,85,84,0,110,183,183,0,199,
199,199,199,199,199,199,199,0,85,0,110,110,183,183,0,199,
199,199,199,199,199,199,199,0,84,0,0,110,110,110,0,199,
199,199,199,199,199,199,199,0,0,0,0,0,0,0,0,199,
199,199,199,199,199,199,199,0,0,10,10,162,0,199,199,199,
199,199,199,199,199,199,0,0,0,10,10,235,235,227,220,110,
199,199,199,199,199,199,0,0,10,10,10,153,227,227,227,110,
199,199,199,199,199,0,0,10,0,0,10,153,235,227,227,110,
199,199,199,199,199,0,10,0,1,1,0,18,10,92,199,199,
199,199,199,199,199,0,10,1,10,10,0,10,10,10,10,110,
199,199,199,199,199,0,0,10,10,10,0,10,10,10,10,110,
199,199,199,199,199,0,0,0,0,0,0,199,199,199,199,199,


